Var1,Var2
0.295014335301708,404611.861123377
0.293680629033602,405609.533413902
0.292453507664068,406978.10855294
0.291342058313567,408714.761558022
0.290354789977637,410816.107907687
0.289499578468783,413278.118649958
0.28878361331078,416096.029819549
0.288213347179743,419264.248344585
0.287794448493283,422776.25672782
0.28753175774178,426624.518854094
0.287429248134932,430800.389302802
0.287489991103148,435294.028530046
0.287716127148167,440094.326229649
0.288108842481498,445188.835085754
0.288668351824129,450563.716993984
0.289393887667615,456203.703655319
0.2902836962165,462092.073239869
0.291335040146751,468210.644579919
0.292544208226351,474539.790086634
0.293906531754677,481058.468296449
0.295416407689064,487744.276645401
0.297067328242587,494573.524746741
0.298851916658823,501521.328113534
0.300761968799402,508561.721928419
0.302788500120328,515667.794122424
0.304921797564853,522811.836689022
0.30715147586515,529965.513834149
0.309466537722854,537100.045253179
0.311855437329906,544186.402537534
0.314306146695601,551195.516452095
0.316806224262539,558098.492595099
0.319342885321485,564866.832759816
0.321903073771177,571472.659166559
0.324473534811031,577888.938628573
0.327040888200044,584089.703659315
0.329591701761015,590050.267523734
0.332112564853016,595747.430283291
0.334590161574538,601159.672983123
0.337011343492906,606267.33727791
0.339363201720898,611052.787987567
0.341633138177779,615500.556310475
0.343808935878424,619597.461695751
0.345878828090673,623332.710681387
0.347831566187703,626697.971336115
0.349656486000043,629687.422293354
0.351343572442154,632297.77572915
0.352883522153149,634528.274006043
0.354267803852157,636380.660074866
0.3554887160681,637859.122090385
0.356539441863357,638970.213048654
0.357414100132571,639722.746588978
0.358107793023716,640127.670416625
0.358616648999859,640197.919090169
0.358937861038372,639948.24817579
0.359069719450909,639395.051997097
0.359011638803298,638556.167400217
0.358764178420174,637450.666107719
0.358329055975323,636098.638349325
0.357709153695292,634520.970530919
0.356908516741032,632739.119735189
0.35593234338002,630774.887837383
0.354786966619497,628650.197968991
0.353479827039869,626386.875972548
0.352019436645846,624006.439364913
0.350415333640788,621529.896167788
0.348678028126288,618977.555777069
0.346818938832663,616368.853831111
0.344850321095317,613722.192806774
0.342785186404825,611054.799825147
0.340637213973269,608382.602890171
0.338420654874041,605720.126516195
0.336150229425376,603080.407427904
0.33384101859777,600474.930740755
0.331508350330668,597913.586754846
0.329167681742623,595404.648222894
0.326834478309712,592954.767686884
0.324524091167061,590568.994221376
0.32225163375574,588250.808678074
0.320031859089662,586002.176299667
0.317879038952233,583823.615364822
0.315806846348369,581714.28034392
0.313828242532185,579672.05788988
0.311955369902878,577693.673862748
0.310199452010022,575774.809492866
0.308570701834565,573910.224726742
0.307078239413831,572093.886773191
0.305730019759293,570319.101875235
0.304532771877109,568578.648375524
0.303491949546678,566864.909219151
0.302611694345498,565170.002146362
0.301894811233874,563485.905967116
0.301342756835135,561804.581476654
0.300955640370716,560118.085762397
0.300732237039327,558418.67886257
0.300670013469738,556698.921959759
0.300765164731277,554951.766521423
0.301012662258131,553170.634026615
0.301406311935578,551349.486136486
0.301938821509874,549482.885368305
0.302601876419492,547566.046512548
0.303386223103336,545594.879185086
0.304281758820319,543566.022028447
0.305277627011943,541476.869165914
0.30636231725257,539325.589570103
0.307523768857427,537111.140035114
0.308749477252523,534833.272441024
0.310026602249955,532492.535974522
0.311342077413368,530090.27492357
0.312682719738683,527628.622600533
0.314035338912567,525110.491870982
0.315386845443676,522539.562677606
0.316724356988722,519920.26685398
0.31803530221623,517257.770424539
0.319307521565821,514557.953488569
0.320529364270581,511827.387690551
0.321689781015661,509073.311190095
0.322778411609463,506303.600964982
0.323785667046443,503526.74221337
0.324702805344989,500751.794568595
0.325522000552187,497988.354804499
0.32623640432165,495246.515692949
0.326840199492582,492536.820679611
0.327328645129116,489870.214070248
0.327698112519364,487257.986467871
0.327946111684066,484711.715270146
0.328071308005174,482243.200124534
0.328073528655286,479864.393342539
0.327953758589258,477587.325390298
0.327714125949177,475424.025695976
0.327357876832398,473386.439140582
0.326889339478378,471486.338723467
0.326313878042022,469735.235013177
0.325637836237353,468144.283105006
0.32486847125369,466724.187905989
0.324013878465161,465485.108653695
0.323082907571683,464436.563645579
0.322085070923699,463587.336209333
0.321030444892367,462945.382981139
0.319929565249771,462517.745577454
0.318793317618208,462310.466747168
0.317632824131845,462328.512074814
0.316459327526247,462575.698272601
0.315284073930163,463054.629049934
0.314118195678314,463766.639484409
0.312972595493119,464711.749738827
0.311857833396822,465888.628875357
0.31078401771284,467294.569411705
0.309760701495784,468925.473146301
0.308796785692746,470775.848651949
0.307900430283111,472838.820701956
0.307078974569392,475106.151751941
0.306338867696542,477568.275456553
0.305685610361489,480214.342055799
0.305123708538269,483032.275322885
0.304656639887906,486008.840626801
0.304286833347523,489129.72353052
0.30401566220234,492379.618221803
0.303843450740128,495742.324960388
0.3037694943742,499200.855624858
0.303792092902375,502737.546356717
0.303908596350583,506334.176229921
0.304115462636112,509972.090822689
0.304408326082474,513632.329535609
0.304782075630998,517295.755486261
0.305230941428675,520943.186815122
0.305748588332323,524555.528259472
0.306328214759628,528113.901889438
0.306962655241259,531599.77595104
0.30764448498709,534995.090822287
0.308366124774658,538282.381157045
0.309119944499436,541444.893364364
0.309898363793091,544466.69764506
0.31069394821564,547332.793879603
0.311499499657045,550029.210729362
0.312308139739108,552543.097375287
0.313113385184668,554862.80737324
0.313909214312207,556977.974153716
0.314690124014151,558879.577736615
0.31545117678015,560560.002270981
0.316188037526718,562013.084047437
0.316897000186344,563234.149670031
0.317575004188326,564220.044116627
0.318219641126298,564969.148464628
0.318829152051357,565481.387113115
0.319402415953133,565758.224393566
0.319938930093272,565802.65052917
0.320438782936757,565619.156976084
0.320902620486813,565213.701257402
0.321331606870219,564593.661480115
0.321727380043379,563767.780804924
0.322092003497561,562746.102216424
0.322427914836583,561539.89401523
0.322737872084071,560161.566522685
0.323024898552083,558624.580552205
0.323292227069828,556943.348258944
0.323543244331225,555133.127031876
0.323781436073599,553209.907140342
0.324010333747045,551190.293891624
0.32423346327498,549091.385097755
0.32445429644156,546930.64468877
0.324676205371424,544725.773345584
0.324902420492676,542494.577057843
0.325135992296357,540254.834539511
0.325379757126307,538024.164456575
0.325636307153859,535819.893436266
0.325907964613851,533658.925835064
0.326196760303579,531557.616243107
0.326504416276227,529531.645695383
0.326832332596646,527595.902545384
0.327181577971636,525764.368934972
0.327552884020651,524050.013765425
0.327946642917126,522464.693039509
0.328362908106169,521019.058403313
0.328801397791386,519722.47466992
0.32926150088198,518582.947054957
0.329742285100457,517607.058796525
0.330242506970796,516799.919768605
0.330760623435876,516165.126626994
0.331294804890617,515704.734949271
0.331842949462455,515419.243744368
0.332402698421916,515307.592612405
0.332971452661325,515367.171731508
0.333546390236299,515593.844735855
0.334124485019864,515981.984429304
0.334702526569281,516524.521153448
0.33527714134776,517213.003499784
0.335844815473715,518037.670925383
0.336401919186172,518987.537702299
0.336944733213922,520050.487505587
0.337469477216305,521213.377825565
0.337972340424632,522462.153279314
0.338449514555649,523781.966796773
0.338897228994019,525157.307570511
0.339311788152362,526572.134587617
0.339689610818917,528010.014509185
0.340027271198918,529454.262629336
0.340321541251413,530888.085632555
0.340569433823748,532294.72487572
0.340768245996173,533657.598948793
0.340915601973659,534960.444314263
0.341009494804637,536187.452887681
0.341048326169968,537323.405496966
0.34103094347185,538353.800243055
0.340956673462291,539264.974875034
0.340825351684077,540044.222385174
0.340637347052246,540679.899119472
0.340393580978877,541161.524784105
0.340095540535226,541479.873804989
0.339745285249581,541627.057564654
0.339345447252796,541596.597097271
0.338899224602525,541383.485868911
0.338410367738157,540984.242307188
0.337883159137997,540396.95177375
0.337322386365496,539621.297696844
0.336733308799989,538658.581601518
0.336121618447641,537511.731794326
0.335493395318884,536185.30047987
0.334855057938641,534685.449110275
0.334213309624597,533019.921797805
0.333575081226317,531198.006656972
0.332947471063795,529230.484987495
0.332337682837596,527129.568264556
0.33175296230359,524908.822969309
0.331200533512459,522583.083371055
0.330687535406937,520168.352463298
0.330220959547265,517681.691358748
0.329807589697346,515141.097562482
0.329453943950544,512565.372667058
0.32916622000597,509973.980146914
0.328950244124817,507386.894070384
0.328811424204175,504824.439694193
0.328754707305606,502307.127054926
0.328784541871058,499855.478821929
0.328904844753086,497489.853822934
0.329118973083811,495230.267793591
0.329429700911319,493096.213030896
0.329839200446828,491106.478743825
0.330349027693979,489278.973988219
0.330960112175385,487630.555143145
0.331672750432671,486176.859929292
0.332486602955213,484932.149983912
0.333400694189278,483909.163989439
0.334413415291951,483118.983303315
0.335522529320964,482570.911954201
0.33672517858978,482272.37275508
0.3380178939639,482228.821137595
0.339396605926488,482443.678135771
0.340856657296039,482918.283742951
0.342392817533389,483651.871635813
0.343999298627688,484641.566006627
0.345669772599141,485882.400972844
0.347397390698946,487367.362745409
0.349174804422798,489087.454438049
0.350994188482953,491031.783093487
0.352847265904653,493187.668193805
0.354725335425785,495540.770615739
0.356619301384038,498075.240692513
0.358519706273931,500773.883756774
0.36041676614705,503618.341269222
0.362300409012896,506589.285389495
0.364160316374803,509666.624624431
0.36598596800527,512829.717998744
0.367766690027591,516057.595038688
0.369491706325848,519329.178744415
0.371150193253252,522623.508654855
0.37273133755032,525919.961082625
0.374224397320218,529198.46361733
0.375618765840272,532439.7010643
0.3769040379176,535625.310101696
0.37807007842467,538738.060100395
0.379107092578962,541762.017755087
0.380005697461489,544682.693417781
0.380756994203423,547487.167301393
0.381352640210365,550164.1940259
0.381784920741784,552704.284306763
0.382046819120752,555099.76292885
0.382132084817954,557344.802502971
0.38203529863523,559435.432860307
0.38175193420823,561369.526296782
0.381278415055283,563146.759229262
0.380612166419752,564768.551162924
0.379751661185558,566237.982189159
0.378696459189286,567559.690530887
0.377447239306816,568739.751922471
0.37600582375674,569785.542850098
0.37437519413626,570705.589881785
0.372559498786385,571509.407480811
0.370564051170785,572207.32682008
0.368395319044878,572810.318196237
0.366060904287076,573329.809680586
0.363569513361187,573777.504639484
0.360930918476637,574165.200710984
0.358155909610688,574504.612739191
0.3552562376534,574807.202046071
0.352244549031124,575084.014265805
0.349134312256742,575345.527783573
0.345939736943537,575601.514613333
