Var1,Var2
0.196527250276395,899968.607575087
0.196503563416015,912441.373690832
0.196467974054697,925382.24015403
0.196418636632208,938723.670198701
0.196353655563799,952393.064476651
0.196271094876007,966313.345643339
0.196168988492181,980403.58684901
0.19604535117675,994579.677311598
0.195898190160642,1008755.01786638
0.195725517480574,1022841.23919995
0.195525363071933,1036748.93538059
0.19529578865837,1050388.40529105
0.19503490248119,1063670.3946485
0.194740874907945,1076506.83145653
0.194411954952391,1088811.5479684
0.194046487727119,1100500.98254397
0.19364293283548,1111494.85514661
0.193199883691111,1121716.81064242
0.192716087731276,1131095.02452236
0.192190467464695,1139562.76615787
0.191622142265781,1147058.91521153
0.191010450795597,1153528.42734649
0.190354973895918,1158922.74590438
0.189655557767038,1163200.15674497
0.188912337203132,1166326.08395849
0.188125758621808,1168273.32467236
0.187296602587874,1169022.22167656
0.18642600549627,1168560.77308847
0.185515480046578,1166884.67876874
0.184566934112525,1163997.32368799
0.183582687585393,1159909.69893041
0.182565486751124,1154640.26150633
0.181518515748009,1148214.73463092
0.180445404645886,1140665.85060973
0.179350233689532,1132033.03895093
0.178237533258997,1122362.06279592
0.177112279118634,1111704.60722029
0.175979882555061,1100117.82340066
0.174846175042621,1087663.83306426
0.173717387123539,1074409.19803096
0.172600121248971,1060424.36001396
0.171501318396693,1045783.05615974
0.170428218360977,1030561.7160715
0.169388313699737,1014838.84626759
0.168389297422553,998694.408171128
0.167439004609266,982209.195804514
0.16654534826109,965464.219370713
0.165716249802551,948540.100839765
0.164959564771003,931516.487525078
0.164283004348483,914471.48943084
0.163694053505766,897481.145881979
0.163199886637855,880618.926614969
0.162807281671034,863955.272115499
0.162522533711278,847557.177542211
0.162351369379687,831487.82407932
0.162298863040417,815806.261020142
0.162369356168325,800567.141303509
0.162566381125726,785820.512611034
0.162892590618865,771611.665490733
0.163349694084206,757981.039307144
0.163938402211822,744964.186135633
0.164658380747871,732591.792025073
0.165508214630733,720889.754354647
0.166485383406424,709879.313313932
0.167586248739589,699577.234847917
0.168806054688124,689996.041738205
0.170138941244148,681144.288846988
0.171577971463864,673026.877940241
0.173115172316439,665645.406939948
0.174741589180219,658998.547940676
0.176447353706894,653082.447871797
0.178221764564038,647891.145300926
0.180053380357854,643416.996563935
0.181930123834866,639651.104179095
0.183839396267971,636583.740363596
0.185768200752642,634204.75842568
0.187703272977202,632503.984860069
0.189631217890443,631471.585132906
0.191538650573664,631098.396408611
0.193412339534942,631376.220847717
0.195239350582985,632298.073592679
0.197007189407354,633858.380157247
0.198703940991478,636053.118641108
0.200318404014459,638879.902999637
0.201840218456175,642338.004500428
0.203259984706348,646428.309482814
0.204569372590115,651153.212590133
0.205761218857998,656516.445751297
0.206829611844413,662522.844330936
0.207769962172915,669178.053027189
0.208579058575263,676488.175253624
0.2092551080916,684459.370876314
0.209797760127426,693097.408268
0.210208114056096,702407.177667805
0.210488710270039,712392.173776935
0.210643504796369,723053.956359188
0.210677827799882,734391.598332016
0.210598326495374,746401.131413313
0.210412893178953,759074.999816403
0.210130579261965,772401.53274843
0.209761496349048,786364.446554968
0.20931670554205,800942.38725851
0.208808096272776,816108.523955429
0.208248256069117,831830.203063501
0.2076503327408,848068.672752214
0.207027890532996,864778.886046722
0.206394761838835,881909.390083358
0.205764896086263,899402.307823498
0.205152207421529,917193.417220121
0.204570422801753,935212.331397135
0.204032932083473,953382.781867444
0.203552641653708,971623.005205551
0.20314183309582,989846.231929697
0.202812028315278,1007961.27466354
0.202573862471356,1025873.21096551
0.202436965970672,1043484.15456327
0.20240985667821,1060694.10713854
0.202499843391984,1077401.88130305
0.202712941509524,1093506.08401571
0.203053801689094,1108906.14844228
0.203525652176823,1123503.40117658
0.204130255334292,1137202.1508496
0.204867878760659,1149910.78347015
0.205737281260737,1161542.84938458
0.206735713766865,1172018.12652568
0.207858935179426,1181263.6446515
0.209101242949853,1189214.65555453
0.210455518092294,1195815.53474993
0.211913284177086,1201020.60091815
0.213464779731972,1204794.8403699
0.215099043356454,1207114.52500056
0.216804010741759,1207967.71358526
0.21856662268394,1207354.62780792
0.220372943081438,1205287.8960903
0.222208285821238,1201792.66005908
0.224057349380174,1196906.54032831
0.225904357900402,1190679.46015056
0.227733207440875,1183173.32737061
0.229527616060377,1174461.57697297
0.231271276352384,1164628.57832242
0.232948009028213,1153768.91293102
0.234541916132611,1141986.53022606
0.236037532475431,1129393.79032172
0.237419973874284,1116110.40419798
0.238675080826069,1102262.28294995
0.2397895562599,1087980.30887756
0.240751096069825,1073399.04212981
0.241548511182794,1058655.37739234
0.242171839985072,1043887.16570577
0.242612450008676,1029231.81692179
0.242863127868036,1014824.89854318
0.242918156535745,1000798.74675311
0.24277337915451,987281.105319897
0.242426248699773,974393.807770601
0.241875862933337,962251.517765238
0.241122984222008,950960.54197975
0.240170043936019,940617.72902929
0.239021131288898,931309.467041971
0.237681966632373,923110.791437456
0.236159859375548,916084.613284712
0.234463650855059,910281.077320286
0.232603642640436,905737.057314247
0.230591510914049,902475.794988618
0.228440207715627,900506.687136287
0.226163849984927,899825.223972163
0.223777597470481,900413.080088534
0.221297520695187,902238.357700188
0.218740460278858,905255.980169594
