0.0069299,5.9041e+05
0.0072904,5.8514e+05
0.0077187,5.796e+05
0.0082123,5.7379e+05
0.0087681,5.6768e+05
0.0093826,5.6127e+05
0.010052,5.5456e+05
0.010771,5.4752e+05
0.011535,5.4015e+05
0.012339,5.3245e+05
0.013177,5.2441e+05
0.014043,5.1604e+05
0.014932,5.0732e+05
0.015836,4.9827e+05
0.01675,4.889e+05
0.017667,4.7922e+05
0.01858,4.6924e+05
0.019485,4.5898e+05
0.020373,4.4846e+05
0.021241,4.3772e+05
0.022081,4.2678e+05
0.022888,4.1568e+05
0.023659,4.0446e+05
0.024387,3.9316e+05
0.025069,3.8183e+05
0.025701,3.7051e+05
0.026279,3.5927e+05
0.026802,3.4814e+05
0.027266,3.372e+05
0.027671,3.2649e+05
0.028015,3.1608e+05
0.028298,3.0603e+05
0.028519,2.964e+05
0.028679,2.8725e+05
0.028779,2.7864e+05
0.028821,2.7062e+05
0.028807,2.6326e+05
0.028738,2.5661e+05
0.02862,2.5071e+05
0.028453,2.4563e+05
0.028242,2.4139e+05
0.027992,2.3805e+05
0.027705,2.3564e+05
0.027388,2.3419e+05
0.027043,2.3372e+05
0.026676,2.3425e+05
0.026291,2.358e+05
0.025893,2.3837e+05
0.025488,2.4197e+05
0.025078,2.4658e+05
0.02467,2.522e+05
0.024267,2.5881e+05
0.023874,2.6637e+05
0.023494,2.7486e+05
0.023131,2.8423e+05
0.022789,2.9444e+05
0.022469,3.0544e+05
0.022176,3.1717e+05
0.021911,3.2956e+05
0.021676,3.4255e+05
0.021472,3.5606e+05
0.021301,3.7002e+05
0.021164,3.8433e+05
0.02106,3.9892e+05
0.020989,4.1371e+05
0.020952,4.2859e+05
0.020947,4.4348e+05
0.020972,4.5828e+05
0.021027,4.7292e+05
0.021109,4.8728e+05
0.021217,5.013e+05
0.021347,5.1487e+05
0.021497,5.2791e+05
0.021665,5.4035e+05
0.021847,5.5211e+05
0.02204,5.6311e+05
0.02224,5.7329e+05
0.022446,5.8259e+05
0.022652,5.9095e+05
0.022856,5.9833e+05
0.023054,6.0469e+05
0.023243,6.1e+05
0.02342,6.1422e+05
0.023582,6.1735e+05
0.023726,6.1937e+05
0.02385,6.203e+05
0.023951,6.2013e+05
0.024026,6.1888e+05
0.024075,6.1658e+05
0.024095,6.1326e+05
0.024085,6.0896e+05
0.024044,6.0374e+05
0.023971,5.9763e+05
0.023867,5.9071e+05
0.023731,5.8304e+05
0.023564,5.7469e+05
0.023366,5.6573e+05
0.023139,5.5625e+05
0.022883,5.4633e+05
0.022601,5.3605e+05
0.022295,5.255e+05
0.021966,5.1476e+05
0.021617,5.0392e+05
0.021252,4.9307e+05
0.020872,4.8229e+05
0.020481,4.7165e+05
0.020082,4.6125e+05
0.019679,4.5114e+05
0.019274,4.4141e+05
0.018871,4.3211e+05
0.018474,4.2331e+05
0.018085,4.1505e+05
0.017708,4.0738e+05
0.017346,4.0035e+05
0.017002,3.9398e+05
0.016679,3.8829e+05
0.016379,3.8331e+05
0.016105,3.7905e+05
0.015859,3.755e+05
0.015642,3.7266e+05
0.015456,3.7051e+05
0.015302,3.6904e+05
0.015182,3.6823e+05
0.015095,3.6803e+05
0.015043,3.684e+05
0.015024,3.6932e+05
0.015038,3.7071e+05
0.015086,3.7254e+05
0.015165,3.7474e+05
0.015274,3.7725e+05
0.015411,3.8001e+05
0.015576,3.8296e+05
0.015764,3.8603e+05
0.015975,3.8916e+05
0.016205,3.9228e+05
0.016452,3.9532e+05
0.016713,3.9824e+05
0.016985,4.0096e+05
0.017264,4.0344e+05
0.017548,4.0562e+05
0.017833,4.0745e+05
0.018117,4.0891e+05
0.018396,4.0994e+05
0.018668,4.1052e+05
0.018929,4.1064e+05
0.019177,4.1026e+05
0.01941,4.0939e+05
0.019625,4.0801e+05
0.01982,4.0614e+05
0.019993,4.0378e+05
0.020144,4.0096e+05
0.02027,3.977e+05
0.02037,3.9403e+05
0.020445,3.8998e+05
0.020494,3.8561e+05
0.020516,3.8096e+05
0.020512,3.7608e+05
0.020484,3.7103e+05
0.020431,3.6587e+05
0.020355,3.6066e+05
0.020257,3.5547e+05
0.02014,3.5036e+05
0.020005,3.454e+05
0.019855,3.4066e+05
0.019692,3.3619e+05
0.019518,3.3206e+05
0.019337,3.2833e+05
0.019151,3.2506e+05
0.018964,3.2229e+05
0.018777,3.2007e+05
0.018595,3.1845e+05
0.018419,3.1744e+05
0.018253,3.1709e+05
0.018099,3.1741e+05
0.017961,3.1842e+05
0.017839,3.2012e+05
0.017737,3.2251e+05
0.017657,3.2558e+05
0.017599,3.2932e+05
0.017566,3.3369e+05
0.017558,3.3867e+05
0.017577,3.4422e+05
0.017622,3.5029e+05
0.017694,3.5684e+05
0.017793,3.6381e+05
0.017917,3.7113e+05
0.018067,3.7874e+05
0.01824,3.8658e+05
0.018436,3.9456e+05
0.018651,4.0261e+05
0.018885,4.1067e+05
0.019135,4.1865e+05
0.019397,4.2647e+05
0.019669,4.3407e+05
0.019947,4.4136e+05
0.020229,4.4827e+05
0.020511,4.5475e+05
0.020789,4.6071e+05
0.02106,4.6611e+05
0.02132,4.7088e+05
0.021564,4.7498e+05
0.02179,4.7836e+05
0.021994,4.8097e+05
0.022173,4.828e+05
0.022322,4.838e+05
0.022439,4.8397e+05
0.022521,4.8329e+05
0.022565,4.8175e+05
0.022569,4.7937e+05
0.02253,4.7614e+05
0.022447,4.7208e+05
0.022318,4.6722e+05
0.022142,4.6159e+05
0.021919,4.5523e+05
0.021647,4.4817e+05
0.021328,4.4047e+05
0.020962,4.3217e+05
0.020549,4.2335e+05
0.020093,4.1405e+05
0.019593,4.0436e+05
0.019053,3.9433e+05
0.018476,3.8405e+05
0.017864,3.7359e+05
0.017222,3.6303e+05
0.016553,3.5244e+05
0.015862,3.4192e+05
0.015153,3.3153e+05
0.014432,3.2136e+05
0.013703,3.1148e+05
0.012972,3.0198e+05
0.012244,2.9292e+05
0.011526,2.8438e+05
0.010822,2.7642e+05
0.01014,2.691e+05
0.0094836,2.6249e+05
0.0088595,2.5663e+05
0.0082732,2.5158e+05
0.0077299,2.4737e+05
0.0072348,2.4403e+05
0.0067927,2.4161e+05
0.006408,2.4011e+05
0.0060849,2.3955e+05
0.0058271,2.3994e+05
0.0056379,2.4128e+05
0.0055198,2.4356e+05
0.0054752,2.4677e+05
0.0055056,2.5088e+05
0.0056122,2.5587e+05
0.0057953,2.617e+05
0.006055,2.6833e+05
0.0063904,2.7572e+05
0.0068002,2.838e+05
0.0072824,2.9254e+05
0.0078346,3.0186e+05
0.0084536,3.117e+05
0.0091359,3.2198e+05
0.0098772,3.3265e+05
0.010673,3.4362e+05
0.011518,3.5482e+05
0.012407,3.6618e+05
0.013335,3.7762e+05
0.014294,3.8907e+05
0.015279,4.0044e+05
0.016284,4.1167e+05
0.017301,4.227e+05
0.018324,4.3344e+05
0.019347,4.4384e+05
0.020363,4.5384e+05
0.021365,4.6339e+05
0.022347,4.7242e+05
0.023303,4.8091e+05
0.024228,4.888e+05
0.025115,4.9606e+05
0.02596,5.0267e+05
0.026758,5.0859e+05
0.027506,5.1382e+05
0.028198,5.1834e+05
0.028833,5.2215e+05
0.029406,5.2525e+05
0.029917,5.2764e+05
0.030364,5.2933e+05
0.030745,5.3036e+05
0.031061,5.3073e+05
0.031311,5.3047e+05
0.031495,5.2962e+05
0.031615,5.2822e+05
0.031673,5.2629e+05
0.03167,5.239e+05
0.031609,5.2107e+05
0.031493,5.1787e+05
0.031325,5.1433e+05
0.031109,5.1052e+05
0.030848,5.0648e+05
0.030547,5.0227e+05
0.030209,4.9794e+05
0.02984,4.9354e+05
0.029444,4.8913e+05
0.029025,4.8475e+05
0.028589,4.8045e+05
0.028139,4.7628e+05
0.027681,4.7229e+05
0.027219,4.6851e+05
0.026757,4.6499e+05
0.0263,4.6175e+05
0.025852,4.5883e+05
0.025416,4.5626e+05
0.024997,4.5407e+05
0.024598,4.5226e+05
0.024221,4.5086e+05
0.023871,4.4988e+05
0.023549,4.4933e+05
0.023259,4.4921e+05
0.023001,4.4952e+05
0.022777,4.5025e+05
0.02259,4.5141e+05
0.02244,4.5298e+05
0.022327,4.5494e+05
0.022253,4.5728e+05
0.022217,4.5998e+05
0.02222,4.6302e+05
0.022261,4.6636e+05
0.022339,4.6998e+05
0.022454,4.7385e+05
0.022603,4.7794e+05
0.022786,4.8221e+05
0.023002,4.8664e+05
0.023247,4.9117e+05
0.02352,4.9578e+05
0.023818,5.0042e+05
0.02414,5.0506e+05
0.024481,5.0965e+05
0.024839,5.1417e+05
0.025211,5.1856e+05
0.025594,5.2278e+05
0.025984,5.2681e+05
0.026377,5.306e+05
0.02677,5.341e+05
0.027159,5.373e+05
0.02754,5.4014e+05
0.02791,5.4259e+05
0.028263,5.4463e+05
0.028596,5.4622e+05
0.028906,5.4732e+05
0.029187,5.4792e+05
0.029437,5.4799e+05
0.029651,5.475e+05
0.029825,5.4644e+05
0.029956,5.4478e+05
0.030041,5.4251e+05
0.030075,5.3962e+05
0.030057,5.361e+05
0.029983,5.3195e+05
0.029852,5.2717e+05
0.02966,5.2175e+05
0.029406,5.157e+05
0.029088,5.0904e+05
0.028707,5.0177e+05
0.02826,4.9392e+05
0.027749,4.855e+05
0.027173,4.7654e+05
0.026534,4.6707e+05
0.025833,4.5713e+05
0.025071,4.4674e+05
0.024252,4.3596e+05
0.023378,4.2481e+05
0.022453,4.1336e+05
0.021481,4.0165e+05
0.020466,3.8973e+05
0.019414,3.7766e+05
0.018329,3.655e+05
0.017219,3.5329e+05
0.016088,3.4112e+05
0.014945,3.2902e+05
0.013795,3.1707e+05
0.012646,3.0533e+05
0.011505,2.9386e+05
0.01038,2.8272e+05
0.0092791,2.7196e+05
0.0082091,2.6164e+05
0.007178,2.5183e+05
0.0061935,2.4256e+05
0.0052628,2.3389e+05
0.0043931,2.2586e+05
0.0035914,2.1852e+05
0.0028643,2.119e+05
0.0022177,2.0602e+05
0.0016574,2.0093e+05
0.0011884,1.9663e+05
0.00081528,1.9315e+05
0.00054194,1.9049e+05
0.00037154,1.8865e+05
0.00030658,1.8765e+05
0.00034877,1.8746e+05
0.00049907,1.8808e+05
0.00075761,1.8949e+05
0.0011237,1.9165e+05
0.0015959,1.9455e+05
0.0021719,1.9815e+05
0.0028485,2.0241e+05
0.0036219,2.0728e+05
0.0044873,2.1272e+05
0.0054393,2.1868e+05
0.0064717,2.251e+05
0.0075778,2.3194e+05
0.0087502,2.3912e+05
0.0099809,2.4659e+05
0.011261,2.543e+05
0.012583,2.6218e+05
0.013936,2.7017e+05
0.015312,2.7821e+05
0.0167,2.8626e+05
0.018091,2.9424e+05
0.019475,3.0212e+05
0.020842,3.0983e+05
0.022183,3.1734e+05
0.023489,3.2459e+05
0.024749,3.3156e+05
0.025956,3.382e+05
0.027102,3.4448e+05
0.028178,3.5039e+05
0.029179,3.5589e+05
0.030096,3.6098e+05
0.030925,3.6563e+05
0.031661,3.6985e+05
0.032299,3.7363e+05
0.032837,3.7696e+05
0.033272,3.7987e+05
0.033602,3.8236e+05
0.033827,3.8444e+05
0.033948,3.8613e+05
0.033965,3.8745e+05
0.033881,3.8843e+05
0.033698,3.8909e+05
0.03342,3.8947e+05
0.033052,3.8958e+05
0.032598,3.8946e+05
0.032066,3.8914e+05
0.03146,3.8867e+05
0.030789,3.8805e+05
0.03006,3.8734e+05
0.029281,3.8656e+05
0.02846,3.8574e+05
0.027605,3.8491e+05
0.026726,3.8409e+05
0.025831,3.8331e+05
0.024929,3.826e+05
0.024029,3.8197e+05
0.023139,3.8144e+05
0.022269,3.8103e+05
0.021425,3.8074e+05
0.020616,3.806e+05
0.019849,3.8059e+05
0.019131,3.8074e+05
0.018469,3.8103e+05
0.017867,3.8147e+05
0.017332,3.8205e+05
0.016868,3.8277e+05
0.016478,3.8363e+05
0.016166,3.846e+05
